PL_01x01
i        j       Height(m a.s.l.)
75       51      1.02500E+02
75       52      1.00100E+02
75       53      8.11500E+01
75       54      6.89100E+01
75       55      7.93200E+01
75       56      9.65700E+01
75       57      1.09000E+02
75       58      1.16900E+02
75       59      1.23900E+02
75       60      1.26100E+02
75       61      1.14500E+02
75       62      1.05300E+02
75       63      1.05200E+02
75       64      1.05200E+02
75       65      1.07500E+02
75       66      1.13500E+02
75       67      1.08700E+02
75       68      6.76400E+01
75       69      3.28100E+01
75       70      6.80700E+01
75       71      8.37900E+01
75       72      2.65700E+01
75       73      6.94400E-03
75       74      0.00000E+00
75       75      0.00000E+00
75       76      0.00000E+00
75       77      0.00000E+00
75       78      0.00000E+00
75       79      0.00000E+00
75       80      0.00000E+00
75       81      0.00000E+00
75       82      0.00000E+00
75       83      0.00000E+00
75       84      0.00000E+00
75       85      0.00000E+00
75       86      0.00000E+00
75       87      0.00000E+00
75       88      0.00000E+00
75       89      0.00000E+00
75       90      0.00000E+00
75       91      0.00000E+00
75       92      0.00000E+00
75       93      0.00000E+00
75       94      0.00000E+00
75       95      0.00000E+00
75       96      0.00000E+00
75       97      0.00000E+00
75       98      0.00000E+00
75       99      0.00000E+00
75       100     0.00000E+00
75       101     3.99300E-05
75       102     1.85000E-04
75       103     0.00000E+00
75       104     0.00000E+00
76       1       1.08500E+02
76       2       1.29600E+02
76       3       1.43900E+02
76       4       1.41000E+02
76       5       1.37300E+02
76       6       1.48900E+02
76       7       2.09500E+02
76       8       2.68600E+02
76       9       2.35400E+02
76       10      1.86600E+02
76       11      2.10500E+02
76       12      2.83200E+02
76       13      4.16100E+02
76       14      6.67200E+02
76       15      8.46800E+02
76       16      7.42800E+02
76       17      8.59100E+02
76       18      1.11000E+03
76       19      8.83300E+02
76       20      7.50500E+02
76       21      8.37400E+02
76       22      7.22200E+02
76       23      7.07500E+02
76       24      8.51000E+02
76       25      7.75000E+02
76       26      5.15900E+02
76       27      3.49400E+02
76       28      2.79900E+02
76       29      2.86400E+02
76       30      3.59600E+02
76       31      3.93200E+02
76       32      3.86600E+02
76       33      3.93400E+02
76       34      3.72600E+02
76       35      3.19400E+02
76       36      2.68300E+02
76       37      2.42000E+02
76       38      2.42400E+02
76       39      2.44900E+02
76       40      2.34200E+02
76       41      2.18700E+02
76       42      2.13600E+02
76       43      2.21200E+02
76       44      2.20400E+02
76       45      2.11000E+02
76       46      2.17100E+02
76       47      1.98700E+02
76       48      1.40200E+02
76       49      9.87800E+01
76       50      9.22300E+01
76       51      9.66200E+01
76       52      9.58500E+01
76       53      8.29100E+01
76       54      7.22500E+01
76       55      8.42300E+01
76       56      1.01600E+02
76       57      1.11400E+02
76       58      1.20000E+02
76       59      1.30600E+02
76       60      1.31100E+02
76       61      1.18600E+02
76       62      1.15400E+02
76       63      1.14300E+02
76       64      1.09200E+02
76       65      1.09600E+02
76       66      1.15500E+02
76       67      1.23500E+02
76       68      9.38400E+01
76       69      5.86000E+01
76       70      1.02000E+02
76       71      1.16400E+02
76       72      3.99400E+01
76       73      1.37500E+00
76       74      0.00000E+00
76       75      0.00000E+00
76       76      7.57000E-03
76       77      0.00000E+00
76       78      0.00000E+00
76       79      0.00000E+00
76       80      0.00000E+00
76       81      0.00000E+00
76       82      0.00000E+00
76       83      0.00000E+00
76       84      0.00000E+00
76       85      0.00000E+00
76       86      0.00000E+00
76       87      0.00000E+00
76       88      0.00000E+00
76       89      0.00000E+00
76       90      0.00000E+00
76       91      0.00000E+00
76       92      0.00000E+00
76       93      0.00000E+00
76       94      0.00000E+00
76       95      0.00000E+00
76       96      0.00000E+00
76       97      0.00000E+00
76       98      0.00000E+00
76       99      0.00000E+00
76       100     0.00000E+00
76       101     0.00000E+00
76       102     0.00000E+00
76       103     0.00000E+00
76       104     0.00000E+00
77       1       1.01600E+02
77       2       1.17100E+02
77       3       1.20200E+02
77       4       1.10700E+02
77       5       1.12700E+02
77       6       1.39600E+02
77       7       2.02500E+02
77       8       2.64400E+02
77       9       2.59600E+02
77       10      2.24300E+02
77       11      2.00400E+02
77       12      1.98700E+02
77       13      3.49000E+02
77       14      6.71700E+02
77       15      8.13400E+02
77       16      6.95100E+02
77       17      8.74300E+02
77       18      1.10400E+03
77       19      9.30300E+02
77       20      9.68500E+02
77       21      1.06100E+03
77       22      7.93200E+02
77       23      6.63800E+02
77       24      7.57000E+02
77       25      7.04800E+02
77       26      5.08300E+02
77       27      3.53300E+02
77       28      2.70100E+02
77       29      2.78800E+02
77       30      3.68800E+02
77       31      4.26600E+02
77       32      4.16700E+02
77       33      3.92800E+02
77       34      3.45500E+02
77       35      2.88000E+02
77       36      2.54100E+02
77       37      2.40100E+02
77       38      2.42300E+02
77       39      2.45500E+02
77       40      2.34500E+02
77       41      2.14700E+02
77       42      2.05000E+02
77       43      2.09100E+02
77       44      2.07700E+02
77       45      2.07300E+02
77       46      2.15300E+02
77       47      1.92900E+02
77       48      1.39300E+02
77       49      9.93400E+01
77       50      8.74500E+01
77       51      9.10900E+01
77       52      9.36400E+01
77       53      8.25900E+01
77       54      7.91500E+01
77       55      1.00500E+02
77       56      1.16300E+02
77       57      1.15500E+02
77       58      1.18300E+02
77       59      1.30500E+02
77       60      1.34000E+02
77       61      1.29100E+02
77       62      1.30500E+02
77       63      1.23400E+02
77       64      1.12100E+02
77       65      1.10500E+02
77       66      1.16700E+02
77       67      1.31000E+02
77       68      1.16500E+02
77       69      8.19100E+01
77       70      8.54800E+01
77       71      7.94000E+01
77       72      3.19100E+01
77       73      1.42100E+00
77       74      0.00000E+00
77       75      2.86500E-02
77       76      0.00000E+00
77       77      3.25700E-03
77       78      0.00000E+00
77       79      0.00000E+00
77       80      0.00000E+00
77       81      0.00000E+00
77       82      0.00000E+00
77       83      0.00000E+00
77       84      0.00000E+00
77       85      0.00000E+00
77       86      0.00000E+00
77       87      0.00000E+00
77       88      0.00000E+00
77       89      0.00000E+00
77       90      0.00000E+00
77       91      0.00000E+00
77       92      0.00000E+00
77       93      0.00000E+00
77       94      0.00000E+00
77       95      0.00000E+00
77       96      0.00000E+00
77       97      0.00000E+00
77       98      0.00000E+00
77       99      0.00000E+00
77       100     0.00000E+00
77       101     4.44900E-04
77       102     0.00000E+00
77       103     0.00000E+00
77       104     0.00000E+00
78       1       8.95300E+01
78       2       1.01000E+02
78       3       1.06500E+02
78       4       1.02100E+02
78       5       1.07400E+02
78       6       1.84700E+02
78       7       2.99000E+02
78       8       3.14900E+02
78       9       2.90100E+02
78       10      2.91800E+02
78       11      2.42000E+02
78       12      1.94500E+02
78       13      3.12500E+02
78       14      5.88500E+02
78       15      7.62700E+02
78       16      7.64500E+02
78       17      9.05500E+02
78       18      9.99700E+02
78       19      9.37800E+02
78       20      1.15400E+03
78       21      1.21500E+03
78       22      8.69800E+02
78       23      6.76400E+02
78       24      6.64300E+02
78       25      6.23400E+02
78       26      5.43400E+02
78       27      3.89900E+02
78       28      2.52300E+02
78       29      2.55200E+02
78       30      3.57700E+02
78       31      4.38200E+02
78       32      4.23300E+02
78       33      3.66900E+02
78       34      3.14900E+02
78       35      2.75200E+02
78       36      2.51000E+02
78       37      2.34200E+02
78       38      2.26600E+02
78       39      2.26300E+02
78       40      2.24000E+02
78       41      2.09700E+02
78       42      1.95400E+02
78       43      1.93700E+02
78       44      1.93500E+02
78       45      1.99900E+02
78       46      2.05800E+02
78       47      1.84700E+02
78       48      1.40300E+02
78       49      9.90600E+01
78       50      8.31300E+01
78       51      9.15100E+01
78       52      9.18000E+01
78       53      7.72000E+01
78       54      8.84100E+01
78       55      1.16200E+02
78       56      1.23200E+02
78       57      1.17400E+02
78       58      1.17900E+02
78       59      1.31000E+02
78       60      1.44100E+02
78       61      1.44900E+02
78       62      1.45600E+02
78       63      1.49200E+02
78       64      1.37300E+02
78       65      1.17800E+02
78       66      1.15500E+02
78       67      1.31500E+02
78       68      1.31800E+02
78       69      9.98200E+01
78       70      6.86800E+01
78       71      4.99000E+01
78       72      2.96100E+01
78       73      8.85200E+00
78       74      1.79200E+00
78       75      0.00000E+00
78       76      0.00000E+00
78       77      0.00000E+00
78       78      0.00000E+00
78       79      0.00000E+00
78       80      5.72100E-02
78       81      0.00000E+00
78       82      0.00000E+00
78       83      0.00000E+00
78       84      0.00000E+00
78       85      0.00000E+00
78       86      0.00000E+00
78       87      0.00000E+00
78       88      0.00000E+00
78       89      0.00000E+00
78       90      0.00000E+00
78       91      0.00000E+00
78       92      0.00000E+00
78       93      0.00000E+00
78       94      0.00000E+00
78       95      0.00000E+00
78       96      0.00000E+00
78       97      0.00000E+00
78       98      0.00000E+00
78       99      0.00000E+00
78       100     0.00000E+00
78       101     5.25600E-04
78       102     0.00000E+00
78       103     -1.16400E-10
78       104     3.88100E-11
79       1       8.25600E+01
79       2       9.34300E+01
79       3       1.02000E+02
79       4       1.00600E+02
79       5       9.80900E+01
79       6       2.04000E+02
79       7       3.91500E+02
79       8       4.03500E+02
79       9       3.26700E+02
79       10      3.27400E+02
79       11      2.79000E+02
79       12      2.24400E+02
79       13      2.97600E+02
79       14      4.66800E+02
79       15      6.86200E+02
79       16      8.41800E+02
79       17      9.45300E+02
79       18      9.78600E+02
79       19      9.63100E+02
79       20      1.19100E+03
79       21      1.24300E+03
79       22      8.96600E+02
